,Channel ID,Channel Name,Created,Description,Genre,Comment Count,Subscriber Count,Video Count,View Count,Popularity,Label
325,UCWMYFDuCcvkmPiOf1RP_IKQ,Bigorneaux & Coquillages,2013-04-01,"Cette chaîne s'appelle Bigorneaux & Coquillages, je sais même pas pourquoi. Bref, c'est Cyprien et Squeezie qui font des trucs pas spécialement intelligents en ...",Gaming,2885,5048226,5048226,671811676,676862787,Popular
230,UCoaWFCFBDCXS030uimjZAkw,TheGamingLemon,2011-06-29,"My name's Brad! I love nothing more than making videos, gaming, and making people laugh. Here I upload comedy based gaming videos over a wide variety of ...",Gaming,4402,3819356,3819356,607097426,610921184,Popular
232,UC_ItCy-BTDCULPpDPlieUKA,GamingWithJen,2012-11-28,"Hello!! Welcome To My Channel! I'm Jen, a 27 year old girl with a slight obsession with all things cute and girly. I also love to play Minecraft with my husband Pat.",Gaming,6,3941815,3941815,557679141,561620962,0
328,UCS_BD8cjFA8juZogPH5hEjg,Joey Graceffa,2012-07-24,Hey! My name is Joey! Welcome to my gaming channel! This is where I play a LOT of different video games! From Minecraft and the Sims 4 to Five Night's at ...,Gaming,2153,2487715,2487715,514135216,516625084,0
332,UCV96ER3MAI1S81HH6l9wwbQ,Mr. Fruit Gaming Channel,2014-01-28,"Double uploads every day! Funny gaming montages to let's plays of a variety of games ranging from Destiny, Overwatch, Call of Duty, Rust, Indie Games and so ...",Gaming,0,1294082,1294082,488390411,489684493,0
308,UCiZVMOinTQGb8HQu53VbV4Q,Gamer's Little Playground,2009-12-29,MERCHANDISE: shop.spreadshirt.com/gamerslittleplayground/ Stop playing. Start gaming. Home of the Game Movie. The Netflix for Gamers. Any donations are ...,Gaming,101,954345,954345,483762051,484716497,0
336,UCT2x1vuvgYdhk-kQdlzn6yA,Clash with Cam,2012-12-31,I play Fortnite and I'm a total noob but I'm getting better!! Subscribe for daily streams and videos!,Gaming,0,1741437,1741437,441780793,443522230,0
231,UCiufyZv8iRPTafTw0D4CvnQ,Neebs Gaming,2014-03-16,"From the Creators of Battlefield Friends, Mob Squad and Doraleous and Associates, we bring you Neebs Gaming! The greatest gaming channel in the world.",Gaming,0,1618186,1618186,431749817,433368003,0
234,UCyS4xQE6DK4_p3qXQwJQAyA,DidYouKnowGaming?,2012-05-22,"DidYouKnowGaming covers video game facts, Easter eggs, secrets, censorship, glitches and history for many of gaming's biggest names, including the ...",Gaming,765,2186567,2186567,404510017,406697349,0
330,UCvMQn4d_RFWYShDBCbeuuxw,Adam VS Gaming,2013-02-17,Coming soon.,Gaming,10625,1454204,1454204,374964652,376429481,0
334,UC2l8G7UE41Vaby59Dfg6r3w,Galadon Gaming,2013-06-12,Clash Of Clans and Clash Royale Attack Strategy! Your trusted source for Clash Royale Gameplay and Clash of Clans Attacks!,Gaming,5,1490115,1490115,358420160,359910280,0
339,UCx8vbgWs666cAS7wsKos5sA,8-BitRyan,2015-03-18,"Welcome to my channel, my name is Ryan! You can expect to see a variety of gaming content based around just about every genre out there! If this is your thing, ...",Gaming,0,1389078,1389078,358442665,359831743,0
286,UCGhs9S33RAeT5DEuKTO4Oew,Force Gaming,2010-07-28,Gaming news and commentary since 2010.,Gaming,7952,751902,751902,310075597,310835451,0
264,UCyfG7-7lPhf6EIC6igUOfzw,TFS Gaming,2013-02-28,"Welcome to the Team Four Star Gaming channel! Here you'll find your favorite actors, characters, and everything in-between as they play through some of their ...",Gaming,382,691599,691599,275443997,276135978,0
343,UCv_hGnLMl_l4YfDEpwCaOGQ,Fed X Gaming,2009-05-18,Hello everyone Fed X Gaming here! I hope you like tutorials! Twitter - https://twitter.com/FedEx2692 Facebook - https://www.facebook.com/fedex.gaming?fref=ts...,Gaming,45,1089054,1089054,225882154,226971253,0
296,UCeJTUiYP64xtfzpL-AagZGA,Unit Lost - Great British Gaming,2011-01-25,Unit Lost GREAT BRITISH GAMING! Overwatch is my thing! Daily videos! Join our gaming community forums - http://www.unitlost.com We also Live Stream over ...,Gaming,169,659275,659275,221780859,222440303,0
331,UCW07alAefFXWdo7RgEDtBcQ,TheDevildogGamer,2011-10-12,Former Marine Grunt Turned Gamer! Q. What was your MOS? A. 0311 Rifleman - Designated Marksmen Q. What Rank did you leave as A. Lance Corporal Q.,Gaming,1217,900517,900517,219440105,220341839,0
237,UCvO9Xk3bheuxEemvknCj72g,WhatCulture Gaming,2015-09-22,,Gaming,0,829620,829620,213723129,214552749,0
248,UC9wMap3yZJl5eLed5tqxcHw,BlastphamousHD Gaming,2013-06-05,"I do mostly Lets Plays,and Crazy Stories from my life over awesome gameplay, I also do video game Music Parodies,and video gaming voice over dubs but less ...",Gaming,29,1000104,1000104,206772133,207772266,0
306,UC-zjH-e5XBzMpy_VtwIGRxQ,Arekkz Gaming,2013-01-12,"The best Channel for Destiny 2, Monster Hunter World, The Division & More. Arekkz Gaming is a YouTube gaming channel dedicated to covering all games, with ...",Gaming,1,779754,779754,201923024,202702779,0
326,UCaDFEed7JBxC2lnP5I2AktQ,Inside Gaming,2008-06-01,,Gaming,466,555315,555315,197797824,198353605,0
337,UCY-aY6fAqJauPWfxZ7HTZig,2J Games,2014-08-25,Καλώς ορίσατε στο No.1 Ελληνικό Gaming κανάλι sto Youtube! • Business Inquiries: 2j@2jentertainment.com • Instagram: instagram.com/official2j/ • Facebook:...,Gaming,0,674410,674410,183449584,184123994,0
287,UC2nMSE3t71qC8sG06WSJnMg,RageGamingVideos,2010-08-15,"I'm a channel with a focus on the viewer, they're part of nearly every series, they shape the way things go and create stories from what happens in all the various ...",Gaming,7105,591546,591546,172995558,173594209,0
341,UCB4GZzsP0IJKWX8-IhEOnDQ,Jeremy - Gaming Curios,2012-07-06,"League of Legends - Jeremy ""Gaming Curios"" - Video Essays Covering Topics Primarily Related To League of Legends, as well as other information videos ...",Gaming,101,529493,529493,172998388,173527982,0
318,UCjsI5DaCl64zRxqYYep0T_A,Mrtweeday - CSGO Gaming and more! :),2010-07-08,For the people wondering regarding my PC specs: Here are the most important ones: Intel® Core™ i7-3770K Prozessor (4 x 3.5 GHz - 3.9 GHz) - 16 GB DDR3 ...,Gaming,1342,690336,690336,166341367,167033045,0
327,UCXJL3ST-O0J3nqzQyPJtpNg,Preach Gaming,2010-05-22,The PG Team Variety Gaming Content The Team of Mike and Andy have been striving to entertain since they were children with flashes of even being pro ...,Gaming,837,342304,342304,133417218,133760359,0
280,UCjmKdx8yjoYIVxRnsSyPw7w,CYCHREUS GAMING,2007-12-24,Paypal Donation Link https://streamlabs.com/cychreusgaming MAIL BAG is now active! You can send me your lego sets or any other video game item ...,Gaming,1565,64705,64705,131260773,131327043,0
288,UCF6xAMHVH3o3rhpAjgQt3XA,Dave's Gaming,2009-09-09,Oldest Video game Player On youtube at age of 55 years Old Why I Love Gaming? 1-Best HD quality on Youtube. I use Latest and Best recording Tools.,Gaming,6,125098,125098,128945040,129070144,0
256,UCJLFizUO3gCQnyiYKMYvUgg,Get Good Gaming,2015-04-08,Welcome to our gaming channel! We make the best LAN multiplayer videos around!,Gaming,0,1025902,1025902,122537057,123562959,0
335,UCVhkzoReyB25jpFEeXjh3kQ,OpTic Gaming,2009-09-05,The Global Leader in Gaming Entertainment.,Gaming,1409902,1410874,1410874,115000925,117821701,0
262,UC4-GMuJw3JIxfqXQlvvv93Q,Super Gaming Family,2008-05-27,"Super Gaming Family also known as SGF is a Family Gaming team that brings you the best YouTube channel for family gamers. There are 4 of us in the family, ...",Gaming,49,228118,228118,113485154,113713321,0
338,UC13nPkrDQH0A2s2vx_NAVdQ,TheXPGamers,2010-07-11,Hello Ladies and Gentlemen! CaptainShack here and welcome to my personal channel TheXpGamers. Here you will find videos primarily focused on one of the ...,Gaming,23,341511,341511,112170086,112511620,0
298,UC-S7xonqgsyX5DyjI83uIQg,Steparu.com Gaming News and Previews,2010-02-08,"Foreign Gaming Reviews, News, Media, and Information. 외국게임 리뷰, 뉴스, 영상, 정보 http://steparu.com/ https://www.facebook.com/Steparus/ Copyright ...",Gaming,390,151547,151547,104154790,104306727,0
303,UCg7ILQaLokw0zjKBU31STSA,The Super Gaming Bros.,2009-06-29,"A group of guys who enjoy recording commentary with games they love, and games they hate. It all depends on what we're in the mood for, but each of us tries ...",Gaming,4247,109819,109819,101620663,101734729,0
278,UCY_wPnc5xrvPekvHpLAvZvQ,Sports Gaming Universe,2011-04-26,Sports Gaming Universe is all about combining the sports and gaming passions into a one stop shop experience for fans alike. From Vintage sports games on ...,Gaming,1493,206796,206796,99266580,99474869,0
340,UCbShavGeOHnfiKn2qsYSv2A,LachlanPlayz - Gaming & Lets Plays!,2014-11-21,"Hey guys it's Lachlan Here with my 2nd Channel on Youtube! This is where I will post all of my gaming content that isn't Minecraft, I hope you enjoy the videos ...",Gaming,0,680867,680867,86994939,87675806,0
279,UCbLIqv9Puhyp9_ZjVtfOy7w,MLGCOD,2012-12-20,"MLG (Major League Gaming), a division of Activision Blizzard, is a worldwide leader in esports and serves as the operational foundation, partnership hub, and ...",Gaming,289,572748,572748,80737400,81310437,0
290,UCMnsoyAN78r5WuKNgVxwpzA,Ushi Gaming Channel,2011-11-28,"I'm an ordinary guy who loves to play games, make cool & funny videos about games. You can find strategy, guide, tips, live commentary, funny moments, etc in ...",Gaming,0,133192,133192,80702114,80835306,0
265,UCC6ulNJ-KDoIa3VI2gcvQpA,Camodo Gaming,2016-01-05,"Hello, I'm Camodo Gaming. Look for let's plays, first Impressions, and other random things to be added to the channel! Current Games: Brick Rigs, Scrap ...",Gaming,0,276808,276808,79744360,80021168,0
284,UCtSP1OA6jO4quIGLae7Fb4g,Rocket Beans TV Gaming,2013-06-13,Rocket Beans TV steht für 24/7-Entertainment-Power rund um Gaming und Popkultur! Seit seinem Start am 15.01.2015 hat sich Deutschlands einziger ...,Gaming,159,181870,181870,78436052,78618081,0
224,UCOpNcN46UbXVtpKMrmU4Abg,Gaming,2013-12-15,"YouTube's gaming channel, featuring news, reviews, playthroughs, and more. This channel was generated automatically by YouTube's video discovery system.",Gaming,0,77882057,77882057,0,77882057,0
240,UCi-xN4ZB6e-0JcXzvBEomlw,Gaming Sound FX,2014-10-31,"The #1 source for all your gaming sound effects needs. Choose from a range of high quality clips, that are guaranteed to improve your video content. Want a ...",Gaming,0,263039,263039,77222020,77485059,0
270,UCy3avhfHpBbbgwZpNvuVklg,Hutts,2013-01-20,"Hi, I'm Hutts! :D  I upload daily videos, twitch stream every Tuesday and Thursday at 3PM Central. Occasionally I stream on the weekend. Welcome to my ...",Gaming,9,212195,212195,76804313,77016517,0
268,UCodK-9eXEm_hWSDDfLr4QzA,Pretty Good Gaming,2015-05-30,"We talk about video games every day on this channel, with news coverage, review round-ups, talking points and our own opinions. We do our best to call out the ...",Gaming,0,304302,304302,74375401,74679703,0
333,UC4mLMb49hqk4y9lVFtfanlg,ZiggyD Gaming,2011-02-03,"G'day ZiggyD here! This channel is a place for us to share our passion about deep, detailed and difficult games! I love Action RPGs, old-school RPGs, Real Time ...",Gaming,94,190300,190300,73056661,73247055,0
226,UC-6Ygz2yrPcPPhl4pAobqNQ,Fail Time!,2016-12-26,Join the Hi5 crew in reacting to strange and wacky things you guys send us!,Gaming,0,844437,844437,71731512,72575949,0
342,UCgiJxU4CSEjQ67FylcZ_8qw,VERTiiGO GAMING,2013-09-08,"My Name is Brendon and i love gaming so decided i would start uploading some of my gameplays, I play everything from RTS to FPS to MMO to Sports so i will ...",Gaming,0,417248,417248,71034873,71452121,0
251,UC2rTtwvsGnlzrY5lrTy70VQ,ChesnoidGaming,2013-02-18,This is THE place to get the BEST FIFA 18 Career Mode content on YouTube!! Plenty of FIFA 18 Career Modes for you to enjoy with multiple series!! I upload ...,Gaming,1,255033,255033,68785480,69040514,0
243,UC97XthQ7oIOfAWIGPoyFDYQ,Legends of Gaming NL,2015-12-08,"Het meest spectaculaire, epische game-toernooi op YouTube! Gaming PC's en hardware geleverd door http://www.informatique.nl Check de vernieuwde 2.0 ...",Gaming,0,375745,375745,57499983,57875728,0
293,UCB-UY_HpZgYMfkYi2Xxs-lA,Zueljin Gaming,2011-11-28,"I'm Zueljin! A gamer, content creator, & influencer! Zueljin Gaming is a channel dedicated to games of all types. Daily video uploads of new and upcoming ...",Gaming,186,303380,303380,57149781,57453347,0
310,UCKEJZ-dqIA03evnzEy1_owg,Welsknight Gaming,2014-09-15,"Hermitcraft Member, Husband, Soldier. Creating family-friendly gaming content since September 2014. When it comes to Minecraft, I do modded and vanilla ...",Gaming,0,279116,279116,56743311,57022427,0
309,UCc9CTSbRSrQoFnA1lgVCCuA,TheGameHuntah Gaming,2012-05-13,"The BEST Mobile Gaming channel on Youtube ! In here you will find family friendly content and tons of Mobile games (iOS, Android and Windows) Some of the ...",Gaming,23,107274,107274,55580629,55687926,0
275,UC8Udz9i3cflPNE6XvnL_tHw,Red's 3rd Dimension Gaming,2010-12-31,Welcome to my Gaming Channel! My favorite Video Game Genres are Role-Playing Games [RPGs and JRPGs] and Horror. My Channel mainly consists of ...,Gaming,1340,59809,59809,46266536,46327685,0
304,UC5I3vUh2iNfQ3pCU3sodYRA,Amazing Gaming Music,2012-09-03,Amazing Gaming Music is promo channel. Amazing Gaming Music is the vibes music. we promo and trend music edm.. If YOU OWN label record ( we need all ...,Gaming,36,386731,386731,45627594,46014361,0
235,UCnbvPS_rXp4PC21PG2k1UVg,Gaming Historian,2006-07-17,The Gaming Historian is a documentary series all about the history of video games. I also like to review books and certain games that I find interesting. The show ...,Gaming,1335,418441,418441,39456584,39876360,0
307,UCN5XTcPfZXsaEPevaP0VINQ,Csonti Gaming,2010-02-12,"Egy gamer vagyok, akit érdekelnek a videó játékok és a játék ipar, amikről szeretek a szórakozás mellett érdemben is megnyilatkozni. Rendszeresen próbálok ki ...",Gaming,47,111051,111051,39333619,39444717,0
313,UCoMloO7Xla-QyPPsTKsN_Lw,HappyThumbsGaming,2011-10-07,Welcome to Happy Thumbs Gaming(HTG)☺ Where Gaming is Fun and Thumbs are Happy. Our goal is to make HD quality videos that are easy to follow and ...,Gaming,141,86666,86666,35301514,35388321,0
317,UCNoLwxiLiQIKX2Lk0WuTgkw,Pravus Gaming,2012-04-22,New content available every weekday with a strong focus on strategy games or anything with a good story. Videos can range from silly and whimsical to ...,Gaming,3,146489,146489,34729447,34875939,0
258,UC6LHN4GnT2ui5wRBQanNKxQ,Semenix Gaming,2013-05-24,Semenix Gaming 遊戲電影頻道創立於2013年5月。 致力於提供最快速、最清晰、最流暢、最高畫質、最不拖戲的中文化遊戲劇情電影！ 希望每個遊戲愛好者...,Gaming,0,146475,146475,33438051,33584526,0
345,UC2vUKoTGIwNYq4LO0YWKPIg,HappyConsoleGamer,2008-03-17,Retro gaming fun! SUBSCRIBE! Please enjoy! Support us on Patreon! https://www.patreon.com/happyconsolegamer I'm your host Johnny Millenium and I ...,Gaming,5719,173322,173322,31888269,32067310,0
294,UCHJFAuEQJm74w5_aI033sWg,999 Gaming,2014-09-18,"The latest news for The Walking Dead, The Walking Dead Spoilers and Hidden Clues, The Walking Dead Game Play, The Walking Dead Road to Survival, The ...",Gaming,0,71117,71117,30816042,30887159,0
312,UC_dkX2_MJZeiYZImFN8AOvg,Most Valuable Gaming,2014-03-30,High Production Competitive Gaming. Informative & Fun Casual Gaming. And the story between the lines. Find. Your. Place.,Gaming,0,59411,59411,28798065,28857476,0
300,UCobP8-RBCEPh4Bzsm02BNFQ,Dalaran Gaming,2012-01-03,"My channel and videos are mostly about Rogue Content, this includes Guides, Arenas, Battlegrounds, Commentaries, Patch Updates, and anything else that ...",Gaming,7,63763,63763,27658368,27722138,0
302,UCFhc9fgFQBvZ9iH3BfLK9Ow,CrapgamerReviews,2011-05-29,"I DO NOT HAVE A GMAIL ACCOUNT. Business inquiries crapgamer2008@hotmail.com I'm The Crapgamer, the one and only. The most compelling game ...",Gaming,67,46759,46759,27003427,27050253,0
292,UC5S0zPiz9-zZJ6WTV3YfE9w,Dave Gaming,2014-10-17,"Willkommen! Hier findet ihr alles, was das Gamerherz begehrt. 23 Jahre alt und seit fast 20 Jahren leidenschaftlicher Gamer! AKTUELL: - GOD OF WAR - F1 ...",Gaming,0,73530,73530,25728047,25801577,0
273,UC1Ym1JXvO1nxHAIcLH1MKoQ,Raku Game Station,2016-03-10,PC Specs Motherboard: GA-AB350M-Gaming 3 CPU: AMD Ryzen 7 1700 3GHz box GPU: MSI Nvidia GTX 1060 SC RAM: Corsair Vengeance LPX Black 16GB ...,Gaming,0,139350,139350,22429826,22569176,0
305,UCkvdORoTf3y30v0T0hb2KNg,UNIQUE MAZIQUE SPORTS & GAMING,2011-09-04,"This is Brian Mazique aka FranchisePlay. My videos cover both sports gaming and real-life sports. I'm also a Forbes Contributor for sports video games, boxing ...",Gaming,118,65296,65296,22242588,22308002,0
344,UCPYKRT-XpEfLsajbB2Nd7Og,SPACE GAMING,2012-08-30,"Von den Machern von ""Space Frogs Entertainment"" und ""Space Frogs Radio"" kommt jetzt die Innovation schlechthin... ein Let's Play Kanal! Nur irgendwie ...",Gaming,65,216949,216949,20525753,20742767,0
285,UCFAkedtc3jjDZQqqIULxqWg,Jay's,2015-01-10,"Chaîne de gameplay et d'aperçus sur des jeux de stratégie/gestion/simulation et jeux indépendants. Je fais des vidéos commentées de jeux, en général de ...",Gaming,0,50097,50097,20063482,20113579,0
299,UCHIV9ce1kI9WlubQJ_53_Kg,Gaming Spite,2014-04-08,"Riseofasolja is my psn. This channel is dedicated to Walkthroughs,How to's,Top 10s,and last but not least Tips and Tricks, I'll also be uploading toy unboxings in ...",Gaming,0,27162,27162,18493859,18521021,0
276,UCBnFNKtql_q0WjrHF7RPEOA,YourGibs Gaming,2011-02-22,"YourGibs Gaming! | Machinima YouTube Partner | Commentator | Offering Let's Play, walkthroughs, commentary and gameplay of your favorite video games ...",Gaming,944,20202,20202,15840361,15861507,0
282,UCnSuI6Qe57RSyIXn2Q-2Emg,Serious Gaming,2011-10-17,A channel for gaming walkthroughs and let's plays in an intelligent manner. Check the Master List for links to individual playthroughs Location: Romania ...,Gaming,42,23976,23976,14877761,14901779,0
277,UC8_zCExQ9M7UI_3Aw8Kcnzw,Dad's Gaming Addiction,2012-07-12,"Dad's Gaming Addiction is a website devoted to gaming news, previews, and reviews. PC Specs: Windows 10, Intel Core i7-6800k CPU @ 3.4 GHz, GeForce ...",Gaming,1,30228,30228,14494980,14525209,0
297,UCkLjx8J7vOfaodZNN2h77Vw,EMK GL Gaming Hub ™,2006-06-19,"Canal dedicado a los amantes de Video Juegos y Retro Gaming: Transmitimos Eventos de Gears Of War, Campañas de juegos actuales y retros, tops y muchos ...",Gaming,745,57518,57518,9439901,9498164,0
257,UCbLciVeam6OrmdRTWQZQMtw,Lù Gaming,2017-08-27,"Đây là kênh mới của Lù Gaming. Từng có quãng thời gian đạt được 20k Subcribe, Lù Gaming tự hào đem lại cho các anh em những kiến thức, khám phá về ...",Gaming,0,77192,77192,9169257,9246449,0
261,UCiU2jHN7tXpZtT2O0siDVqg,Hekaro,2015-07-05,This channel uploads gaming videos in CS:GO. Might expand this channel on other games.,Gaming,0,42207,42207,8181340,8223547,0
289,UCfYQJa2qGuCy6z87UBHhA8A,Smash GaminG!! - Frazzz,2012-11-27,"At Smash GaminG, the aim is to bring you great, fun content on a regular basis. From Co-op & Solo Playthroughs plus weekly shows with tons of fun to be had !",Gaming,21,31487,31487,7869128,7900636,0
320,UC4R8DWoMoI7CAwX8_LjQHig,Live,2015-01-13,"YouTube Live - Watch great live streams, such as live gaming, live music, live sports, live news, and Google Hangouts.",Gaming,0,7549827,7549827,0,7549827,0
241,UCB8Kb4pxYzsDsHxzBfnid4Q,AlexRamiGaming,2016-06-29,SPONSOR STREAM https://gaming.youtube.com/c/AlexRamiGaming/live ▻FACEBOOK https://www.facebook.com/AlexRamiGaming/ ▻INSTAGRAM ...,Gaming,0,766583,766583,5690608,6457191,0
291,UCRu57V-oKAkQs4fx76dzIkw,Sheepdog Gaming,2007-04-10,"Welcome to Sheepdog Gaming, I am Sheepdog and I love gaming, although I am usually at best, an average gamer. More than anything else, I enjoy ...",Gaming,12,26219,26219,6036535,6062766,0
311,UCa-JqUM4uXBskGSkHa2c_Kw,Howdy Folks! Gaming,2010-08-19,"Howdy, Folks! My name is Rees, and I create gaming content!",Gaming,1,27026,27026,5824491,5851518,0
295,UCDxu8BHRAB0ZTZUuaj_lM8w,AnGeLuS Gaming,2014-07-16,"Moin moin, ich bin der AnGeLuS aus Hamburg und ich möchte euch hier mit niveauvollen, informativen Videos und Let's Plays unterhalten. Let's Plays mit Herz ...",Gaming,0,19802,19802,5115466,5135268,0
315,UCSP56LfB8a-tfcdKKOwSMfw,JNR-SNR Gaming,2014-05-19,Welcome to Junior Senior Gaming. We are a gaming channel that focuses on vehicle simulation. We have new videos everyday and we stream every day at ...,Gaming,0,16715,16715,4133135,4149850,0
259,UCTLnh2j5--WxEKwvjQ4-15w,wakfu gaming,2014-12-25,J'adore Wakfu.,Gaming,0,11871,11871,2765597,2777468,0
319,UC6teXMU1_AR1br5Dvvy_0jg,Savage Gaming,2013-02-16,"Hey guys welcome to my channel, hope y'all enjoy and remember to hit that subscribe button to become a Camp Freedomite today! Whats a schedule, I just do ...",Gaming,37,15244,15244,2737060,2752341,0
253,UCBotVPmt0BnvFG9czGD5u9Q,Jazon Gaming,2015-02-03,Yo yo yo yo! Jazon here! Welcome to my Gaming Channel! I post League of Legends video and Rules of Survival as well. Enjoy!,Gaming,0,19680,19680,1996330,2016010,0
274,UCbT28Wqt-dJtC0Dxa8UI_xw,Mystical Gaming,2011-01-09,Welcome to my multiplayer focused channel. I made this channel a few years back to store my gameplay for personal viewing. I sure didn't expect it to grow as ...,Gaming,32,3859,3859,1780437,1784328,0
316,UCYm4fCA4VzGuY-JdZXG7jqg,Jason Rides Llamas,2009-04-26,"LIVE STREAM SCHEDULE! ◅◅◅ Monday through Friday evenings at 6:00 pm Eastern Time If it's your first time here and you've come with ill intent, I highly ...",Gaming,4,9307,9307,1594302,1603613,0
254,UCkbFDtDfnPmZEdgd1nhyKCQ,4FS Gaming,2016-04-15,"Welcome to 4FS Gaming! We are a group of mates dedicated to bringing you a range of gaming content, from the Xbox One and PC. We have made a pledge to ...",Gaming,0,9555,9555,1549040,1558595,0
281,UCAIGJn8wLYm5IddQ0E7Qliw,iOS Gaming World,2013-10-07,The only place to be for all your iOS App needs with direct itunes links straight from your iPhone & iPad with just a touch of a button. - Please subscribe and also ...,Gaming,0,2002,2002,1555987,1557989,0
301,UCx1HjzyQkomnucs12VfNaiA,Gaming Blog,2011-10-10,Cause I'm Addicted to gaming! I Upload everyday so subscribe today!,Gaming,16,3612,3612,1529494,1533122,0
314,UC07JpCn-IUv4KnJUjRba9Wg,Dosgamert,2014-07-09,Nostalgic value for retrogamers in the Highest HD quality you can find on Youtube! All in 1080p and 60fps! // Facebook // -- http://facebook.com/Dosgamert ...,Gaming,0,3050,3050,1334365,1337415,0
238,UCSgOaBFfb8229ZJ7_-KYeFQ,Al's Gaming,2013-08-13,"Game Lore, Analysis and Critique. Please note that the quality of earlier videos is not good as my latest, this channel is a constantly improving project, video, ...",Gaming,0,5513,5513,1070616,1076129,0
263,UC2WVneTzH3xMgYVkyXk_HdA,GAMING with JEE,2016-04-03,"hi guys, this is jee i play bunch of game and i share with you guys. If you? You will enjoy them so make sure to subscribe. I upload daily GTA 5 and GTA 5 Online ...",Gaming,0,7154,7154,475039,482193,0
242,UCR9QgTxEIMN-G9Q2BT5WzrA,Arkada Gaming,2013-08-11,"I'm just this guy. I play some games after watching anime all day, and people seam to like watching me do it.",Gaming,0,13512,13512,341089,354601,0
252,UCN2cpueuYwPYIbRPcknme7Q,Christian 26 Gaming,2016-02-28,"Welcome to My Channel My Name Is Christian I am a 26 Year Old Streamer And Life long Gamer. The Games - I Play Tom Clancy the Division, Rainbow Six ...",Gaming,0,4423,4423,310916,315339,0
239,UC2pG2hee7OIWQ4G7fpcJm0g,BasSTOP Gaming,2017-11-04,,Gaming,0,185572,185572,24615,210187,0
245,UCk96eqyyjOTui8NChSH8LPg,Stupid Cat Gaming,2017-11-25,If you love gaming please subscribe.,Gaming,0,1516,1516,205781,207297,0
266,UCIsI5fhMGXGpabFyd48i_CA,The Gaming Explorer,2017-02-09,Hi I'm Jay The Gaming Explorer! This channel is for the PC & PS4 games ill be livestreaming as time goes on. I live stream mostly daily while chatting with all the ...,Gaming,0,3387,3387,144293,147680,0
260,UCu8MkYCN5xdAvcmYcLweVHw,Shooting Star Gaming,2015-11-20,My channel is a live streaming channel. I will mostly be livestreaming survival horror and some action - adventure or stealth games!,Gaming,0,1429,1429,109439,110868,0
272,UCqY3v2oUY-tQ00vvgBJu3OA,Loonymagic gaming,2013-12-09,Psn... XxL00NY_MAG1CxX sponsors-XxRENEGADE-REAPERxX -XxASH-MANxX -XxBOPOtheCLOWNxX -Xxkiller-videoxX Donate via...,Gaming,0,1545,1545,94881,96426,0
250,UCPPuqgEcvAM45l9SetUR4wQ,iSharp Gaming,2017-05-07,Welcome to iSharp Gaming! My channel consists of professional fortnite content. Amazing streams and a little NBA 2k 18. If you enjoy I wouldn't mind seeing you ...,Gaming,0,2718,2718,68691,71409,0
271,UCU8TT3DDCk2MmgDA5APvWYA,Twareg Gaming,2012-07-21,"My name is Mohamed but you can Call me Twareg :) , im from Oujda (Morocco).I grew up playing video games so i would like to share this passion with you.",Gaming,0,2345,2345,68175,70520,0
255,UCQ4ykkPePfqXsXbm3OIWRGg,Guava Juice Gaming,2017-03-04,,Gaming,0,0,0,63051,63051,0
267,UCvmhaS7JMnYV9mHJb03i3Gg,Gaming RəBORN,2013-09-07,"GaMING RəBORN the newest hottest upcoming gaming channel.. with full walkthroughs and commentary and trailers, with consistent uploads and streams.",Gaming,0,1847,1847,60721,62568,0
244,UC_E685f71onKmVDFQEBdXyQ,bobvids gaming,2017-11-17,it's bobvids but gaming.,Gaming,0,1221,1221,33437,34658,0
233,UCA1xsnr9xBtCBiJpxLVsZLg,MazTech Gaming,2017-11-07,"This channel is dedicated to the true gamer! For those of you that LOVE video games, and for those of you who LOVE Let's plays, trophy guides and livestreams, ...",Gaming,0,1212,1212,31152,32364,0
236,UCyRTQG6EobCd22RZJijRENQ,DavidsTV Gaming,2017-06-30,Family Friendly Gaming Roblox Minecraft Lego.,Gaming,0,997,997,25353,26350,0
247,UCVtWIzxBhiW9gbCBka0eUFQ,Tag Gaming,2017-08-11,Streaming!,Gaming,0,3280,3280,17250,20530,0
246,UCJY0VPAsUN4ibJ5nHzkzyxA,Aznromeo Gaming,2015-11-21,Herro! Welcome to my second channel for lame gaming content that has no originality or creativity or even editing haha. This is just a channel where I test drive ...,Gaming,0,1603,1603,17738,19341,0
269,UCvAZ_V3f6_M9prRvlONViTA,xxxtentacion Gaming,2016-12-15,"on this channel I upload videos from my camera roll and random shit you guys send me also subscribe to my main channel “xxxtentacion”, i'm using this platform ...",Gaming,0,1029,1029,13109,14138,0
249,UCmKkj4yeofD3wuZ7Kk9IkiA,Snoman Gaming 2,2018-01-22,"Welcome to Snoman Gaming's 2nd channel! I'll post Snocast VOD's, stream highlights, or anything else I feel like uploading that doesn't fit the main channel.",Gaming,0,1882,1882,12006,13888,0
7,UC-SV8-bUJfXjrRMnp7F8Wzw,RomanAtwoodVlogs,2013-08-12,"I'm Roman Atwood, this is my life as a Father to my sons Noah and Kane and daughter Cora, along with my girlfriend Brittney in Ohio. I've made pranks on ...",Vlog,221,14470138,14470138,4635748631,4650218990,Popular
3,UCG8rbF3g2AMX70yOd8vqIZg,Logan Paul Vlogs,2015-08-29,22 year old kid in Hollywood making crazy daily Vlogs! Join the movement and Be A Maverick: https://shoploganpaul.com/,Vlog,0,17264923,17264923,3627605711,3644870634,Popular
